"ResponseId","LICENSE","AGE","GENDER","GENDER_OTHER_TEXT","ZIPCODE","COUNTY","COUNTY_OTHER_TEXT","INCOME","COSTS","FREQUENCY","DURATION","SKILL","REASONS_N","REASON_FUN","REASON_FOOD","REASON_SELL","REASON_CHARTER","REASON_OTHER","REASON_OTHER_TEXT","LOCATIONS_N","LOCATION_VESSEL","LOCATION_SHORE","LOCATION_PIER","ZONES_N","ZONE_1","ZONE_2","ZONE_3","ZONE_4","ZONE_5","ZONE_6","ZONE_7","ZONE_8","ZONE_9","ZONE_10","ZONE_11","ZONE_12","ZONE_13","ZONE_14","ZONE_15","ZONE_16","ZONE_17","ZONE_18","ZONE_19","ZONE_20","ZONE_21","ZONE_22","ZONE_23","ZONE_24","ZONE_25","ZONE_26","ZONE_27","ZONE_28","ZONE_29","ZONE_30","ZONE_31","ZONE_32","ZONE_33","ZONE_34","ZONE_35","ZONE_36","ZONE_37","ZONE_38","ZONE_39","ZONE_40","ZONE_41","ZONE_42","ZONE_43","ZONE_44","ZONE_45","ZONE_46","ZONE_47","ZONE_48","ZONE_49","ZONE_50","ZONE_51","ZONE_52","ZONE_53","ZONE_54","ZONE_55","ZONE_56","ZONE_57","ZONE_58","ZONE_59","ZONE_60","ZONE_61","ZONE_62","ZONE_63","ZONE_64","ZONE_65","ZONE_66","ZONE_67","ZONE_68","ZONE_69","ZONE_70","ZONE_71","ZONE_72","ZONE_73","ZONE_74","ZONE_75","ZONE_76","PRESSURES_N","PRESSURE_STORMS","PRESSURE_HABLOSS","PRESSURE_WQUALITY","PRESSURE_FISHPOP","PRESSURE_ANGLERS","PRESSURE_DEVELOP","PRESSURE_COSTS","PRESSURE_POLICY","SPECIES_OFTEN_N","SPECIES_SNOOK","SPECIES_SEATROUT","SPECIES_REDDRUM","SPECIES_TARPON","SPECIES_SHEEPSHEAD","SPECIES_SNAPPER","SPECIES_GROUPER","SPECIES_OTHER","SPECIES_OTHER_TEXT","HABITAT_SEAGRASS","HABITAT_HARDBTM","HABITAT_ARTREEF","HABITAT_RIVER","HABITAT_SHORELINE","HABITAT_INFRASTR","AR_RELIEF","AR_SIZE","AR_DEPTH","AR_COMPLEX","AR_MATERIAL_CONCRETE","AR_MATERIAL_PREFAB","AR_MATERIAL_ROCK","AR_MATERIAL_TIRE","CONCRETE_ATTRACTFISH","CONCRETE_WORSEWQ","CONCRETE_SEDSTABILIZE","CONCRETE_DAMAGEHAB","CONCRETE_RESTORETOOL","TIRE_ATTRACTFISH","TIRE_WORSEWQ","TIRE_SEDSTABILIZE","TIRE_DAMAGEHAB","TIRE_RESTORETOOL","FUNDING","AWARE","ACTION_MONITOR","ACTION_STABILIZE","ACTION_COVER","ACTION_REMOVEPART","ACTION_REMOVEALL"
"R_7zMHGn5iOaLw3Qh","Saltwater","45 - 54","Male",NA,"33510","Hillsborough",NA,"$100,000 or more",100,"About once a week","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Always","Sometimes","Always","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Triple tail and Cobia","Often","Sometimes","Sometimes","Often","Always","Sometimes","Moderate","Large","Moderate","Complex","Sometimes","Not sure","Not sure","Not sure","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Somewhat disagree","Agree","Supportive","No",1.48,7.92,4.91,6.23,2.99
"R_6kZbFD8sdm0CQ5X","Saltwater","55 - 64","Male",NA,"33707","Pinellas",NA,"$75,001 - $100,000",NA,"About once a month","20 years or more","Excellent",2,1,1,0,0,0,NA,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,3,"Sometimes","Often","Often","Rarely","Sometimes","Often","Sometimes","Sometimes","mackerel","Often","Sometimes","Often","Sometimes","Often","Often","Moderate","Medium","Moderate","Moderate","Sometimes","Sometimes","Often","Sometimes","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Supportive","No",2.72,3.14,2.65,6.82,6.85
"R_3VQugL458hNUGmV","Saltwater","65 or older","Male",NA,"33704","Pinellas",NA,"$100,000 or more",700,"A few times","20 years or more","Excellent",3,1,1,0,1,0,NA,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,"Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Never",NA,"Often","Sometimes","Sometimes","Rarely","Often","Often","Moderate","Medium","Moderate","Complex","Often","Sometimes","Rarely","Never","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Agree","Somewhat disagree","Somewhat agree","Strongly disagree","Supportive","No",0,0,0,10,10
"R_6qmumm8oZmpJLzf","Saltwater","55 - 64","Male",NA,"33704","Pinellas",NA,"$100,000 or more",10,"About once a month","1 - 4 years","Fair",1,1,0,0,0,0,NA,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,4,"Often","Often","Often","Sometimes","Rarely","Rarely","Rarely","Often","other inshore species","Often","Never","Never","Never","Often","Rarely",NA,NA,NA,NA,NA,NA,NA,NA,"Agree","Somewhat disagree","Agree","Strongly disagree","Strongly agree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","No",10,2.07,7.07,10,10
"R_7fjfnSgDax2H83f","Saltwater","25 - 34","Male",NA,"32212","Other","Saint Johns","$75,001 - $100,000",450,"A few times","Less than a year","Excellent",2,1,1,0,0,0,NA,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"Rarely","Rarely","Rarely","Sometimes","Always","Always","Always","Sometimes","King fish or mahi mahi","Rarely","Often","Often","Never","Rarely","Often","Not sure","Not sure","Not sure","Complex","Often","Sometimes","Often","Not sure","Agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Agree","Somewhat agree","Agree","Disagree","Supportive","No",7.07,7.13,10,10,4.39
"R_64HJyNteB3WCEcK","Saltwater","65 or older","Male",NA,"33578","Hillsborough",NA,"$100,000 or more",50,"About once a week","20 years or more","Good",1,1,0,0,0,0,NA,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,3,"Often","Often","Often","Sometimes","Rarely","Rarely","Rarely","Never",NA,"Often","Rarely","Rarely","Sometimes","Often","Sometimes","Not sure","Medium","Moderate","Moderate","Rarely","Never","Sometimes","Never","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Neutral","No",0.61,0.63,0.84,0.43,0.85
"R_5jIc3GLTZzgtwn7","Saltwater","35 - 44","Male",NA,"33572","Hillsborough",NA,"$100,000 or more",150,"About once a week","1 - 4 years","Fair",2,1,1,0,0,0,NA,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,4,"Often","Often","Often","Rarely","Sometimes","Often","Sometimes","Sometimes",NA,"Often","Often","Often","Sometimes","Often","Often","Moderate","Small","Moderate","Moderate","Not sure","Not sure","Not sure","Not sure","Somewhat agree","Disagree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Somewhat agree","Disagree","Somewhat agree","Disagree","Supportive","No",0.77,8.03,5.56,9.08,0.32
"R_39nB6SzwPIcAOKh","Saltwater","35 - 44","Male",NA,NA,"Pinellas",NA,"$25,001 - $50,000",800,"About once a month","20 years or more","Good",1,0,0,0,0,1,"Fun, sport, relaxation, and food",1,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,1,1,1,1,1,1,1,6,"Often","Sometimes","Often","Often","Sometimes","Often","Often","Often",NA,"Always","Always","Always","Rarely","Always","Always","Moderate","Medium","Moderate","Moderate","Sometimes","Rarely","Often","Often","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Neutral","No",0,7.78,3.74,0,10
"R_5Qch5ZttLiHQliR","Saltwater","65 or older","Male",NA,"34208","Manatee",NA,"$100,000 or more",50,"About once a month","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,5,1,1,1,1,1,0,0,0,3,"Often","Sometimes","Often","Always","Rarely","Rarely","Rarely","Rarely",NA,"Often","Sometimes","Rarely","Sometimes","Often","Rarely","Moderate","Medium","Moderate","Moderate","Often","Rarely","Rarely","Not sure","Agree","Disagree","Agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Supportive","No",5.12,8.77,8.77,8.55,9.01
"R_5AHa6JaoXu7gqUK","Saltwater","25 - 34","Male",NA,"34203","Manatee",NA,"$25,001 - $50,000",60,"About once a month","1 - 4 years","Good",2,1,1,0,0,0,NA,2,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,5,0,1,1,0,1,1,1,0,3,"Often","Sometimes","Often","Often","Sometimes","Rarely","Rarely","Rarely",NA,"Rarely","Sometimes","Sometimes","Rarely","Always","Often","Moderate","Small","Shallow","Moderate","Often","Never","Sometimes","Never","Agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Disagree","Agree","Agree","Somewhat agree","Agree","Agree","Supportive","No",1.98,3.14,0.99,8.65,3.14
"R_5NDKtK1zNy0MBVo","Saltwater","35 - 44","Male",NA,"33701","Pinellas",NA,"$50,001 - $75,000",250,"About once a week","Less than a year","Excellent",2,1,1,0,0,0,NA,3,1,1,1,30,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,"Sometimes","Sometimes","Sometimes","Rarely","Often","Often","Sometimes","Never",NA,"Sometimes","Often","Sometimes","Rarely","Often","Often","Moderate","Medium","Moderate","Complex","Often","Sometimes","Often","Sometimes","Agree","Disagree","Agree","Disagree","Agree","Strongly agree","Disagree","Agree","Disagree","Agree","Supportive","No",3.38,10,1.91,10,9.33
"R_6P4I8DrEUnto27s","Saltwater","35 - 44","Male",NA,"33801","Polk",NA,"$75,001 - $100,000",200,"A few times","20 years or more","Excellent",1,1,0,0,0,0,NA,2,1,1,0,16,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,1,0,0,0,0,1,1,0,1,"Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Often","Sharks","Sometimes","Often","Never","Often","Often","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree","Somewhat agree","Agree","Disagree","Somewhat agree","Agree","Agree","Disagree","Agree","Disagree","Supportive","No",1.27,5.71,0.92,0.89,1.76
"R_6f8Woif5tFcXgyQ","Saltwater","35 - 44","Male",NA,"33755","Pinellas",NA,"$50,001 - $75,000",200,"About once a week","10 - 19 years","Excellent",1,1,0,0,0,0,NA,1,1,0,0,43,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,5,1,0,1,1,1,1,0,0,3,"Always","Sometimes","Often","Often","Rarely","Never","Sometimes","Sometimes",NA,"Often","Rarely","Sometimes","Sometimes","Often","Often","Not sure","Not sure","Moderate","Complex","Not sure","Not sure","Often","Not sure","Agree","Disagree","Somewhat agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Agree","Disagree","Supportive","No",0.29,9.17,8.94,2.63,3.56
"R_7sdqApTFFRSrkvn","Saltwater","45 - 54","Male",NA,"33626","Hillsborough",NA,"$100,000 or more",200,"About once a month","10 - 19 years","Good",1,1,0,0,0,0,NA,2,1,1,0,7,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Often","Sometimes","Often","Rarely","Rarely","Often","Sometimes","Never","None","Sometimes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Not sure","Not sure","Shallow","Moderate","Often","Not sure","Sometimes","Not sure","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Supportive","No",0.86,8.4,0.61,8.41,2.6
"R_1cZXUvZzx3WKpaN","Saltwater","55 - 64","Male",NA,"33764","Pinellas",NA,NA,NA,"A few times","5 - 9 years","Good",1,1,0,0,0,0,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Often","Often","Often","Often","Often","Often","Often","Often",NA,"Never","Never","Never","Never","Never","Often",NA,NA,NA,NA,NA,NA,NA,NA,"Agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Agree","Somewhat agree","Agree","Disagree","Supportive","No",3.86,3.24,3.52,10,10
"R_6gbSYwCh4zb5CEu","Saltwater","45 - 54","Male",NA,"33578","Hillsborough",NA,"$100,000 or more",250,"A few times","Less than a year","Fair",1,1,0,0,0,0,NA,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,"Sometimes","Often","Sometimes","Rarely","Sometimes","Rarely","Never","Never",NA,"Sometimes","Rarely","Sometimes","Often","Sometimes","Sometimes","Moderate","Small","Moderate","Moderate","Not sure","Not sure","Sometimes","Never","Strongly agree","Disagree","Strongly agree","Somewhat disagree","Strongly agree","Disagree","Strongly agree","Somewhat agree","Strongly disagree","Disagree","Supportive","No",0,4.55,4.93,10,10
"R_7kmPtLHLuh1anK7","Saltwater","65 or older","Male",NA,"33543","Pasco",NA,"$100,000 or more",50,"A few times","20 years or more","Excellent",1,1,0,0,0,0,NA,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sometimes","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Rarely","Rarely",NA,"Never","Rarely","Rarely","Never","Always","Sometimes","Low","Small","Shallow","Simple","Sometimes","Never","Sometimes","Never","Agree","Disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat disagree","Disagree","Somewhat disagree","Disagree","Somewhat disagree","Supportive","No",1.99,2.99,1.72,1.24,1.68
"R_6VfjmkzyC4WZz6s","Saltwater","45 - 54","Male",NA,"33713","Pinellas",NA,"$25,001 - $50,000",300,"About once a month","20 years or more","Good",2,1,1,0,0,0,NA,3,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,1,1,1,4,"Sometimes","Often","Often","Rarely","Sometimes","Often","Sometimes","Often","Flounder","Often","Sometimes","Rarely","Sometimes","Often","Sometimes","High","Large","Deep","Complex","Often","Rarely","Sometimes","Rarely","Agree","Disagree","Somewhat agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Supportive","No",5.03,8.17,7.21,5.07,5.08
"R_6CvPUsTpQShGwGs","Saltwater","55 - 64","Male",NA,"33811","Polk",NA,"$100,000 or more",100,"About once a month","Less than a year","Good",1,1,0,0,0,0,NA,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Sometimes","Rarely","Often","Often","Rarely","Often","Often","Never",NA,"Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Not sure","Not sure","Not sure","Not sure","Often","Not sure","Often","Not sure","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Disagree","Agree","Somewhat disagree","Agree","Disagree","Supportive","No",4.99,9.1,9.06,9.1,10
"R_52VDjChdpEbGgpz","Saltwater","55 - 64","Male",NA,"33629","Hillsborough",NA,"$100,000 or more",250,"About once a month","20 years or more","Good",1,1,0,0,0,0,NA,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,4,"Often","Often","Often","Often","Never","Sometimes","Rarely","Rarely",NA,"Often","Rarely","Rarely","Rarely","Often","Sometimes","Not sure","Not sure","Moderate","Not sure","Not sure","Not sure","Not sure","Not sure","Agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Supportive","No",0.73,0.79,0.67,0.81,10
"R_7drZIFajH4l4L0g","Saltwater","55 - 64","Male",NA,"33812","Polk",NA,"$100,000 or more",200,"About once a week","20 years or more","Excellent",2,1,1,0,0,0,NA,1,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,4,0,1,1,1,1,0,0,0,2,"Often","Sometimes","Often","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","na","Often","Sometimes","Rarely","Often","Often","Often","Moderate","Medium","Moderate","Complex","Often","Rarely","Sometimes","Not sure","Agree","Disagree","Somewhat agree","Somewhat disagree","Disagree","Disagree","Agree","Disagree","Agree","Somewhat disagree","Supportive","No",0.93,4.83,4.69,7.9,10
"R_11vyTCBAGsBbpw3","Saltwater","35 - 44","Male",NA,"34208","Manatee",NA,"$100,000 or more",100,"About once a week","5 - 9 years","Excellent",1,0,1,0,0,0,NA,2,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,4,"Sometimes","Often","Often","Rarely","Often","Always","Rarely","Rarely",NA,"Often","Often","Sometimes","Sometimes","Always","Always","Not sure","Small","Shallow","Not sure","Not sure","Not sure","Not sure","Not sure","Agree","Disagree","Strongly agree","Disagree","Strongly agree","Agree","Somewhat agree","Strongly agree","Disagree","Agree","Supportive","No",4.07,10,10,0,0
"R_3Ppo3D9xuLiesef","Saltwater","35 - 44","Male",NA,"33710","Pinellas",NA,"$50,001 - $75,000",400,"About once a month","20 years or more","Excellent",2,0,1,0,1,0,NA,1,1,0,0,34,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,7,1,1,1,1,1,0,1,1,6,"Often","Sometimes","Sometimes","Often","Often","Often","Often","Often","Hogfish","Often","Often","Rarely","Often","Often","Often","Not sure","Not sure","Not sure","Complex","Not sure","Not sure","Not sure","Not sure","Strongly agree","Disagree","Agree","Somewhat agree","Agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly disagree","Supportive","No",10,8.43,10,10,10
"R_6OJiDdNwDE8Xa8h","Saltwater","35 - 44","Male",NA,"33705","Pinellas",NA,"$100,000 or more",75,"Many times a week","1 - 4 years","Excellent",3,1,1,0,0,1,"supporting community efforts to get youth fishing",2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1,0,0,4,"Often","Often","Often","Never","Rarely","Sometimes","Sometimes","Often",NA,"Sometimes","Often","Sometimes","Rarely","Often","Sometimes","Moderate","Small","Shallow","Moderate","Sometimes","Sometimes","Often","Rarely","Somewhat agree","Somewhat disagree","Disagree","Somewhat disagree","Somewhat agree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","No",0.08,0.8,0.47,9.91,9.85
"R_32QHxi8ZWsbbSDK","Saltwater","55 - 64","Male",NA,NA,"Pasco",NA,"$25,000 or less",100,"About once a month","1 - 4 years","Good",2,1,1,0,0,0,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,1,1,1,1,0,"Never","Never","Never","Never","Never","Never","Never","Never",NA,"Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","Somewhat agree","Agree","Agree","Agree","Agree","Neutral","No",3.49,3.11,1.78,3.81,2.69
"R_1JwRS7T2LNO6Ehb","Saltwater","45 - 54","Female",NA,"33578","Hillsborough",NA,"$25,001 - $50,000",100,"About once a month","5 - 9 years","Fair",2,1,1,0,0,0,NA,2,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Sometimes","Often","Often","Rarely","Sometimes","Often","Sometimes","Rarely",NA,"Sometimes","Often","Rarely","Often","Often","Often","Moderate","Medium","Shallow","Moderate","Sometimes","Rarely","Sometimes","Not sure","Agree","Somewhat disagree","Somewhat agree","Disagree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Supportive","No",5.63,4.32,0,2.71,1.76
"R_3PqeXBmhoK2dkgb","Saltwater","65 or older","Male",NA,"33703","Pinellas",NA,"$100,000 or more",1000,"Many times a week","10 - 19 years","Excellent",1,0,0,0,1,0,NA,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,1,1,1,0,1,1,7,"Always","Always","Always","Always","Often","Often","Sometimes","Always",NA,"Often","Often","Sometimes","Never","Often","Often","Moderate","Medium","Moderate","Moderate","Sometimes","Rarely","Often","Rarely","Agree","Disagree","Agree","Somewhat agree","Agree","Somewhat agree","Disagree","Somewhat disagree","Disagree","Somewhat agree","Neutral","No",0.31,1.2,3.15,10,9.96
